pose,energy,deltae,grms,bonds,angles,ureyb,dihedrals,impropers,vdwaals,elec,hbonds,asp,user
initial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,12.998569442193908,-12.99856944219378,-0.623083117522522,0.07653994582655566,13.731054085958982,0.33261893765171907,37.46016270701824,0.005922110381087788,11.81168775621373,-50.4194161008564,0.0,0.0,0.0
2,80.81031110989214,-67.8117416676981,1.2520780775671059,2.339323092167154,21.67408657544611,1.023282133338252,41.35223394887383,3.7067993192893716,59.08811332670708,-48.37352728592963,0.0,0.0,0.0
3,55.75021293758688,25.060098172305388,0.020630182083700266,0.8583813849867608,20.30917380501641,0.4151262841695577,53.55539724768266,0.5435443639728939,15.235302948282152,-35.16671309652357,0.0,0.0,0.0
4,25.38226079250718,30.367952145079826,0.01300999687610993,-0.14203340608227322,6.4281834270699925,0.31264598543317196,26.919423603079537,0.031123203177469812,18.86925622823862,-27.036338248409344,0.0,0.0,0.0
5,68.36472148369698,-42.98246069118967,-0.049104436370453364,0.747322472085977,60.172020787612475,2.8627680312221475,14.47760727074218,0.050714156967728526,27.927066049352298,-37.872777284285796,0.0,0.0,0.0
6,19.701312807986877,48.66340867571023,-0.9442571958945188,0.3493128487100696,13.019273371858644,0.3014305856888955,35.31593224375578,0.005130652045403545,14.665358114738273,-43.95512500881018,0.0,0.0,0.0
7,62.663888766577955,-42.962575958590946,0.1126013335512488,-0.10026111404066596,16.229465861679348,0.3186343618999304,51.527011952622324,0.200047106205663,24.933560223211302,-30.44456962499995,0.0,0.0,0.0
8,9.066782472839261,53.59710629373882,1.1201633463213228,0.35940204875246096,13.705948658124727,0.13034386746886484,32.29246300464212,0.09479293666146418,9.990253502824773,-47.506421545635156,0.0,0.0,0.0
9,7.049118983152805,2.0176634896865835,0.13275995503747096,0.8809826858933594,7.995725778610083,0.4220016657363808,23.332291663264694,0.034847055399750464,22.494714886442857,-48.11144475219432,0.0,0.0,0.0
10,54.4415380299164,-47.392419046763465,-0.09340974557919401,0.8079640115850677,5.762988407676568,0.6959435690148459,49.52027724909548,-0.0005393963100046827,29.447479876233366,-31.79257568737892,0.0,0.0,0.0
11,-2.2486054980548467,56.69014352797137,1.822511590398426,0.07611779138120722,6.045748090925965,0.17762655287079415,9.785380301250413,0.0707222512888975,-8.552908347607367,-9.851292138164752,0.0,0.0,0.0
12,-28.095105292517776,25.846499794463057,-0.7945535376764101,-0.2932357173407969,3.6952525805413035,0.09407768155334367,11.68586562380358,0.24084323236787947,-0.5557516836162559,-42.96215700982683,0.0,0.0,0.0
13,15.738865436513716,-43.833970729031364,1.6996688338400514,-0.44090344419579,8.348197568465002,0.5983190195318286,39.63618308672848,0.010457374846363745,12.212193681123876,-44.62558184998604,0.0,0.0,0.0
14,47.61872569509738,-31.879860258583534,-0.4368062252156595,2.0268087400980317,10.1359216594589,0.5977894628567226,60.52096033772528,-0.006453668831187313,41.042636449785,-66.69893728599538,0.0,0.0,0.0
15,4.163285784929553,43.455439910167954,-0.25886526175107116,-0.330844022439843,11.590636081905389,0.17210037781791931,31.544970206726106,0.043335746046776584,10.752365884918847,-49.60927849004565,0.0,0.0,0.0
16,639.0243101075872,-634.8610243226575,0.8169691127511867,120.92538116161154,100.87314872907604,10.8802263302814,62.89828179252624,1.294399018601078,386.5118041368184,-44.358931061327546,0.0,0.0,0.0
17,-18.192045589182573,657.2163556967698,-0.9747982268900178,-0.5684244885305711,3.9033473853274594,0.147676286822012,10.750936229440473,0.18964055393773943,-9.471884468799418,-23.143337087380267,0.0,0.0,0.0
18,11.883695403879027,-30.075740993061473,2.428450916117934,-0.3103652536569783,11.976697164187696,0.19056782369735148,30.100822236418622,0.04342234047510197,11.38139741533198,-41.49884632257476,0.0,0.0,0.0
19,8.741020580534322,3.1426748233448336,0.20763639834192493,-0.9629937657774195,4.01586631281749,0.2332912934200046,36.4207436771806,0.006687208631584299,13.261396739724757,-44.2339708854627,0.0,0.0,0.0
20,640.624873542126,-631.8838529615915,0.1409884032040234,114.74565636046648,80.12694034955555,9.50725649806567,46.72304074039261,0.16544750765965305,434.4050723504693,-45.048540264483286,0.0,0.0,0.0
21,35.65252932902173,604.9723442131043,-0.07425214685635817,0.623797377643502,10.187380875011332,0.6111379421432213,44.31760208647977,0.15556743810378582,11.937317677209025,-32.18027406756891,0.0,0.0,0.0
22,16.018453314303084,19.634076014718772,0.7325789676581309,-0.4258609325832916,12.553449391385925,0.1359506219293501,36.12019723007276,0.21675307801931465,10.681747594355882,-43.26378366887685,0.0,0.0,0.0
23,129.47481474209548,-113.45636142779227,-0.1446583028623527,13.974057484880444,18.85661536578114,3.471091502181521,21.158835785796267,1.0814057708972513,99.89368911488256,-28.960880282323693,0.0,0.0,0.0
24,16.168073893779034,113.30674084831658,0.13728640346696808,-0.47875401156009056,7.062609133401969,0.4107759899160665,34.208316375768476,0.050221945884033045,14.561380171188757,-39.64647571082018,0.0,0.0,0.0
25,7.6924069575031915,8.475666936275971,-0.42710363812669194,-0.3103973897033976,13.794495563835357,0.24861106793108317,33.988995979099734,0.017068108532788503,8.785752994047657,-48.83211936624003,0.0,0.0,0.0
26,-9.726523157072574,17.418930114575893,-0.39463066834145244,-1.0064002548153033,4.388954574690011,0.05482072745083261,8.690904872712366,0.09619937543607879,-7.0338780133139,-14.917124439232659,0.0,0.0,0.0
27,84.40178426242265,-94.1283074194951,0.7401937932721256,0.8491390150914784,66.76692615271605,3.8400690894261547,46.56154607678762,-0.00014300516578650765,25.889175290097626,-59.504928356530506,0.0,0.0,0.0
28,29.609952911748987,54.79183135067379,3.741109408055965,-0.5407956448000208,6.951860117513107,0.4711179513949158,42.09914837790892,0.18200215468501615,17.84522789666704,-37.39860794161999,0.0,0.0,0.0
29,154.28915477437602,-124.67920186262691,-0.7414628772417275,7.393785208106702,37.78606083653437,3.223803703981115,35.89012796312335,0.0440032143252721,125.33909523154263,-55.3877213832374,0.0,0.0,0.0
30,13.00797503739319,141.28117973698295,-0.9370546339934319,0.7428372093224511,4.974363652692368,0.5122533306477504,11.890977568397819,-0.0028435531356596176,29.866389695590392,-34.976002866121924,0.0,0.0,0.0
31,48.44619854984599,-35.438223512452666,1.1978195568890644,1.202983250417459,12.667986804401684,0.4488967518713098,39.20959530037356,0.44156249028100725,31.98835793900605,-37.51318398650508,0.0,0.0,0.0
32,25.744568390733786,22.701630159112327,0.31672409617920594,0.7892067968138039,6.326183674630558,0.28903848065534793,12.590414697874351,0.4167527671546135,37.403678188296844,-32.07070621469173,0.0,0.0,0.0
33,3.163047122558009,22.581521268175905,-0.8124715029223468,-0.25161279496575295,1.9186740530209652,0.25076230697457064,16.265648363837176,0.2975989364631773,-0.17161910146377224,-15.146404641308358,0.0,0.0,0.0
34,14.525135644045942,-11.362088521487806,1.7809778398090141,0.07460144747661213,14.737965928088462,0.3528264161010805,31.014010243749404,0.05685375778880445,14.104109216614257,-45.81523136577267,0.0,0.0,0.0
35,40.55721677890216,-26.032081134856085,-0.42741371854432697,5.154486702511243,5.903191687590164,1.0933756351343606,23.043696348616432,0.0014112434172863751,44.422281849909155,-39.061226688276484,0.0,0.0,0.0
36,33.17174010306462,7.3854766758376655,0.7224003601829205,0.8017645204909547,9.789536822993687,0.6685640758093023,27.632031789705756,0.008107155571207978,31.030241475341448,-36.75850573684773,0.0,0.0,0.0
37,634.0745361946392,-600.9027960915745,0.483542412767197,118.7336508281648,80.87329699080874,9.73569056297702,41.72419322310745,0.2189249849177437,432.9648321354941,-50.17605253083057,0.0,0.0,0.0
38,50.622352969568496,583.4521832250708,1.3367441412372838,0.5955161684090648,5.3858085162833955,0.6960597665083141,36.664698701771634,0.10742552120829668,47.03544048030931,-39.86259618492152,0.0,0.0,0.0
39,620.9442034495236,-570.321850479955,-1.29040970948166,120.05836759944549,77.88042308571895,9.193450617839135,41.13649935117965,0.26436148616169336,429.2872294407997,-56.87612813162098,0.0,0.0,0.0
40,47.069942250595275,573.8742611989284,0.24625384688875163,1.3196832562750522,8.90991476800797,1.440634816612739,35.20747645033081,0.30979811797067736,33.20451383352853,-33.32207899213051,0.0,0.0,0.0
41,13.069680573598216,34.000261676997184,-0.40920143297766276,-0.4596513651688383,13.39198961104522,0.16551000930859827,35.02573140053541,0.044930368730791224,12.650426666039342,-47.749256116892305,0.0,0.0,0.0
42,73.13879101072554,-60.06911043712719,-0.17013238328834257,1.6460538482194491,21.44609531581495,1.4609630614125675,57.670523556632894,3.2560052837760587,35.78643248903734,-48.127282544167706,0.0,0.0,0.0
43,69.77297838816008,3.365812622565585,-1.2005844633335592,3.3603771085707566,19.24907257094702,1.2014752816897782,46.411881785126575,1.796551582336046,32.65930335182505,-34.90568329233512,0.0,0.0,0.0
44,34.74633480961005,35.026643578550164,0.47467483708428815,7.400351785596288,8.766556150242389,1.2398793826176178,14.223586462130235,0.022019443213307135,53.46509969247392,-50.37115810666372,0.0,0.0,0.0
45,6.401844428183065,28.344490381427107,1.772435221663572,1.8255206697214437,8.934126909941527,0.8137047390646319,19.317105783155547,0.018400489592829795,31.58289676139202,-56.08991092468492,0.0,0.0,0.0
46,26.686339057490766,-20.284494629307574,-0.6434627849017891,1.8085183066283959,17.409293933785133,0.5327651206710304,29.93957121226481,0.045381662596601556,25.549308451737204,-48.5984996301924,0.0,0.0,0.0
47,23.028133391240726,3.6582056662501685,-0.9680896972185125,0.5881616470433597,9.62380049757314,0.8997923663067231,11.339403203616918,0.11857983257095969,36.02631870403725,-35.56792285990762,0.0,0.0,0.0
48,11.476480960737103,11.55165243050375,-0.3035615207394802,0.40867527281787286,5.4787252013201115,0.44915446729336,10.85175468893733,0.004008535313774656,31.910544371036607,-37.626381575981945,0.0,0.0,0.0
49,6.473784952484362,5.002696008252869,0.8136516599602623,-0.4714161976357558,7.381392342535287,0.10744188704633684,28.570298063333333,0.32628024410467266,1.3789350893022227,-30.81914647620173,0.0,0.0,0.0
50,67.82162524529438,-61.34784029280989,0.5334707075832383,1.1598786083532877,23.60707376825508,0.8906520346323663,46.604310993379414,3.3631835831186283,48.59257695525131,-56.39605069769572,0.0,0.0,0.0
51,15.72423461774748,52.09739062754703,-0.14409145710394555,1.4387778638470237,5.398305529276804,0.6753175320433933,15.627015292378449,0.01957614140878725,30.060382751844102,-37.495140493051075,0.0,0.0,0.0
52,55.44113691316855,-39.71690229542094,-1.01022981035175,0.6094659487640732,21.292676285762347,0.5036310157155965,55.96034131121144,0.1977181394381583,16.226217511025325,-39.34891329874839,0.0,0.0,0.0
53,10.521251921973782,44.91988499119489,-0.8638624234849175,0.4021363949984762,2.21976789555667,0.3472393040737746,12.522499375712545,0.11121530365888083,26.72263014675137,-31.804236498777932,0.0,0.0,0.0
54,33.84693348985286,-23.325681567878945,-0.5019809458658835,0.9240838265605431,3.8217708697900368,1.2661458708023714,23.330661437117026,0.56836766022222,20.44410884813764,-16.50820502277697,0.0,0.0,0.0
55,567.5293309407654,-533.6823974509124,0.7165307741361773,132.82623017053623,54.47996971236235,6.372557194990896,5.790422965344335,0.25491934258787674,417.55947048127604,-49.75423892633231,0.0,0.0,0.0
56,11.312013295756227,556.2173176450092,0.19001069142166105,0.6096706627494064,6.097576888300406,0.5697403223934447,12.430831937616453,0.02141778403268247,33.492152830732465,-41.90937713006863,0.0,0.0,0.0
57,625.6516143056551,-614.3396010098987,0.1892676679702474,117.10989172656238,77.42525065679824,9.004320328765177,43.91503707789109,0.23826271153367318,428.32765006582645,-50.368798261721885,0.0,0.0,0.0
58,84.28017089371407,541.3714434119412,-0.8434692447082673,1.618005786082438,19.015025920279736,0.9893422574283721,40.798911764275914,4.083077778292846,62.74822585326084,-44.97241846590608,0.0,0.0,0.0
